[?]  Brighton v Liverpool  (English Premier League Matches)  | Price Boosts  | Liverpool To Win & Both Teams To Score  @ [{'bookieCode': 'WH', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '6129405684*1711597506*Liverpool+To+Win+&+Both+Teams+To+Score*Enhanced+Odds*false*OB_EV38960187'}]
[?]  Everton v Chelsea  (English Premier League Matches)  | Price Boosts  | Chelsea To Win & Both Teams To Score  @ [{'bookieCode': 'WH', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '6129441666*1711600801*Chelsea+To+Win+&+Both+Teams+To+Score*Enhanced+Odds*false*OB_EV38960190'}]
[?]  Leeds v Brentford  (English Premier League Matches)  | Price Boosts  | Leeds To Win & 3 Or More Goals In The Match  @ [{'bookieCode': 'WH', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '6129471344*1711607803*Leeds+To+Win+&+3+Or+More+Goals+In+The+Match*Enhanced+Odds*false*OB_EV38960191'}]
[?]  Brighton v Liverpool  (English Premier League Matches)  | Price Boosts  | Brighton to Score in Both Halves  @ [{'bookieCode': 'FR', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '950706660'}]
[?]  Leeds v Brentford  (English Premier League Matches)  | Price Boosts  | Match Result & Total Goals - Leeds/Over 2.5 WAS 3/1  @ [{'bookieCode': 'BY', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '43842274.1*461070069.1*2896276363.1'}]
[?]  Leeds v Brentford  (English Premier League Matches)  | Price Boosts  | Leeds Win 1-0, 2-0 or 2-1 WAS 5/2  @ [{'bookieCode': 'BY', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '43842274.1*461070069.1*2896276361.1'}]
[?]  Bournemouth v Man Utd  (English Premier League Matches)  | Price Boosts  | Manchester United Win 1-0, 2-0 or 2-1 WAS 3/1  @ [{'bookieCode': 'BY', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '43827516.1*461069613.1*2896272970.1'}]
[?]  Bournemouth v Man Utd  (English Premier League Matches)  | Price Boosts  | Casemiro to have 1 or more headed shots on target (scored a header last match and in last game v Bournemouth)  @ [{'bookieCode': 'PP', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '96526782*927.373428819'}]
[?]  Brighton v Liverpool  (English Premier League Matches)  | Price Boosts  | Liverpool To Win and Both Teams To Score (Was 14/5)  @ [{'bookieCode': 'LD', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '254978603*1064672268*3211789177*Brighton & Hove Albion vs Liverpool*Price Boosts*--'}]
[?]  Newcastle v Sunderland  (English Premier League Matches)  | Price Boosts  | Player Shots on Target Outside the Box - Anthony Gordon Over 0.5  @ [{'bookieCode': 'B3', 'oddsFractional': '3/1', 'oddsDecimal': '4.0', 'oddsUs': '', 'priceType': 'LP', 'bookmakerBetId': '860501787*190299251*Soccer*190299251*5~0.5~1100104314~11/4~1'}]
